feature,importance
altitude_m,0.6786191833152577
ekf_pos_err,0.1496098515935805
ground_speed,0.06164379770828145
motor_mean,0.032511840858360966
tilt_mag_deg,0.020725314606806385
vibe_mag,0.011068348730840411
motor_std,0.01083015081538585
att_err_mag,0.010449369979694223
throttle_err,0.00940535741677558
rate_mag,0.009344538575703151
climb_err,0.0057922463993138286
