feature,importance
headwind_comp,0.3165454790223994
crosswind_comp,0.29904339547162356
rel_wind_abs_deg,0.1308452462176067
relative_humidity_2m,0.09225240086887417
wind_sin,0.06090887239366529
temperature_2m,0.033699165762349576
wind_cos,0.026045603672159644
wind_speed_10m,0.01521551382047398
wind_gusts_10m,0.014575177060635887
surface_pressure,0.010869145710211804
